age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
28,1,6549,Marié(e),Consulting,Tech Lead,1,8,8,6,3,1,2,2,2,2,3,0,0,2,2,29,1,Infra & Cloud,1.5,1,7
33,1,6388,Célibataire,Consulting,Manager,2,14,0,0,4,3,2,3,1,3,3,1,0,0,6,8,5,Infra & Cloud,1.5,0,0
32,1,11244,Célibataire,Consulting,Senior Manager,2,10,5,2,3,3,3,4,2,4,4,0,0,0,5,10,3,Transformation Digitale,1.5,0,0
54,0,16032,Divorcé(e),Consulting,Senior Manager,3,26,14,9,2,3,4,4,1,3,4,0,0,1,2,11,4,Transformation Digitale,2.0,1,12
29,1,2362,Célibataire,Consulting,Assistant de Direction,6,11,9,7,1,2,1,1,3,1,3,0,1,0,2,1,4,Entrepreunariat,1.5,0,7
44,1,16328,Marié(e),Consulting,Directeur Technique,3,24,20,6,4,3,4,1,3,4,3,0,0,1,1,28,3,Infra & Cloud,1.5,14,17
39,0,8376,Célibataire,Consulting,Tech Lead,4,9,2,0,2,3,3,2,4,3,3,0,0,0,3,6,3,Infra & Cloud,1.5,2,2
46,0,16606,Marié(e),Commercial,Senior Manager,8,23,13,12,3,3,4,2,4,4,3,0,0,1,2,3,3,Infra & Cloud,1.5,5,1
35,0,8606,Célibataire,Consulting,Manager,1,11,11,8,4,2,3,2,4,1,3,0,0,0,3,16,3,Infra & Cloud,1.5,3,3
23,1,2272,Célibataire,Consulting,Consultant,0,5,4,3,1,3,2,3,2,3,3,0,0,0,2,20,1,Infra & Cloud,1.5,1,2
40,1,2018,Célibataire,Consulting,Consultant,3,15,5,4,4,3,1,1,2,1,3,0,1,0,3,9,4,Infra & Cloud,1.5,1,0
34,1,7083,Marié(e),Commercial,Cadre Commercial,1,10,10,9,4,2,3,3,4,3,3,1,0,0,3,1,3,Entrepreunariat,1.5,8,6
31,0,4084,Célibataire,Consulting,Assistant de Direction,1,7,7,2,4,3,1,3,1,1,3,0,1,0,2,3,3,Infra & Cloud,2.0,7,7
50,1,14411,Célibataire,Consulting,Directeur Technique,1,32,32,6,3,1,4,4,4,3,3,1,0,0,2,22,5,Transformation Digitale,2.0,13,9
34,1,2308,Marié(e),Commercial,Représentant Commercial,0,12,11,10,2,3,1,3,2,3,4,1,0,1,4,7,2,Entrepreunariat,1.5,5,7
42,1,4841,Marié(e),Consulting,Consultant,4,4,1,0,3,2,1,2,2,3,3,0,0,1,3,2,3,Transformation Digitale,1.5,0,0
37,1,4285,Marié(e),Consulting,Assistant de Direction,1,10,10,8,1,3,2,4,1,3,3,0,0,0,2,13,3,Transformation Digitale,1.5,3,7
29,0,9715,Marié(e),Consulting,Manager,3,9,7,7,3,1,2,1,3,3,3,0,0,1,3,8,1,Autre,1.5,0,7
33,1,4320,Célibataire,Consulting,Tech Lead,1,5,5,3,4,2,2,2,4,3,3,0,0,0,2,25,3,Infra & Cloud,1.5,0,2
45,1,2132,Marié(e),Consulting,Assistant de Direction,4,8,5,4,4,3,1,4,4,3,4,0,0,1,3,28,3,Entrepreunariat,1.5,0,3
42,1,10124,Marié(e),Consulting,Manager,2,24,20,8,4,3,3,4,3,1,3,1,0,1,3,2,3,Infra & Cloud,2.0,13,9
40,1,5473,Marié(e),Commercial,Cadre Commercial,0,9,8,4,1,3,2,1,4,4,3,0,0,0,5,9,2,Transformation Digitale,1.5,7,1
33,1,5207,Marié(e),Consulting,Consultant,1,15,15,14,2,3,2,3,2,3,3,1,0,1,3,28,4,Infra & Cloud,1.5,5,7
40,1,16437,Célibataire,Ressources Humaines,Senior Manager,1,21,21,7,3,3,4,4,4,3,4,1,0,0,2,6,2,Transformation Digitale,1.5,7,7
24,1,2296,Divorcé(e),Consulting,Consultant,0,2,1,1,3,2,1,1,2,3,3,0,0,3,3,21,2,Entrepreunariat,1.5,0,0
40,1,4069,Divorcé(e),Consulting,Manager,3,8,2,2,4,3,2,4,3,3,3,1,0,0,2,8,2,Infra & Cloud,1.0,2,2
45,1,7441,Divorcé(e),Consulting,Manager,1,10,10,8,1,3,3,2,1,3,3,0,0,3,4,1,4,Entrepreunariat,1.5,7,7
35,0,2430,Marié(e),Commercial,Représentant Commercial,0,6,5,3,2,2,1,3,1,3,4,0,0,2,5,28,4,Infra & Cloud,1.5,4,2
32,0,5878,Marié(e),Consulting,Assistant de Direction,3,12,7,1,4,2,2,2,1,3,3,0,0,1,2,5,2,Infra & Cloud,1.5,2,5
36,1,2644,Célibataire,Commercial,Représentant Commercial,3,7,3,2,3,3,1,4,4,2,4,1,0,0,3,2,4,Infra & Cloud,1.5,1,2
48,0,6439,Divorcé(e),Commercial,Cadre Commercial,8,18,8,7,3,3,2,3,3,3,3,0,0,1,2,16,4,Infra & Cloud,1.5,7,7
29,1,2451,Marié(e),Consulting,Assistant de Direction,6,5,1,0,3,4,1,3,1,2,3,0,0,2,2,9,3,Infra & Cloud,1.5,0,0
33,1,6392,Marié(e),Commercial,Cadre Commercial,2,8,2,2,1,3,2,1,4,1,3,0,0,1,6,8,4,Infra & Cloud,1.5,2,2
30,1,9714,Marié(e),Commercial,Cadre Commercial,1,10,10,8,2,2,2,1,4,3,3,0,1,1,4,1,3,Infra & Cloud,1.5,6,7
38,1,6077,Marié(e),Ressources Humaines,Ressources Humaines,3,10,6,3,3,3,2,3,3,3,3,0,0,0,2,10,4,Ressources Humaines,2.0,1,2
35,1,2450,Célibataire,Consulting,Consultant,1,3,3,0,4,2,1,1,2,3,3,0,0,0,3,1,3,Transformation Digitale,1.5,1,2
30,1,9250,Marié(e),Commercial,Cadre Commercial,3,9,4,2,3,3,3,2,2,3,3,0,0,1,3,29,4,Entrepreunariat,1.5,1,3
35,0,2074,Divorcé(e),Consulting,Consultant,1,1,1,0,1,3,1,1,4,3,3,1,1,1,2,2,3,Infra & Cloud,1.5,0,0
53,0,10169,Marié(e),Consulting,Tech Lead,0,34,33,7,3,2,3,4,2,3,3,0,1,1,4,2,5,Entrepreunariat,1.5,1,9
38,1,4855,Marié(e),Consulting,Tech Lead,4,7,5,2,3,3,2,2,1,3,3,0,1,2,2,2,3,Transformation Digitale,1.5,1,4
32,1,4087,Marié(e),Consulting,Assistant de Direction,4,9,6,5,4,3,2,1,2,2,3,0,0,1,3,1,4,Entrepreunariat,1.0,1,2
48,0,2367,Marié(e),Consulting,Assistant de Direction,8,10,8,2,3,3,1,1,4,2,3,0,0,1,3,15,4,Autre,1.5,7,6
34,1,2972,Célibataire,Consulting,Assistant de Direction,1,1,1,0,1,3,1,4,3,1,3,0,0,0,4,7,4,Transformation Digitale,1.5,0,0
55,1,19586,Marié(e),Commercial,Senior Manager,1,36,36,6,3,2,5,4,3,3,4,0,0,1,3,26,5,Marketing,1.5,2,13
34,1,5484,Marié(e),Consulting,Assistant de Direction,9,9,2,2,2,3,2,4,2,2,3,0,0,1,3,1,4,Infra & Cloud,1.5,2,1
26,0,2061,Marié(e),Consulting,Assistant de Direction,1,1,1,0,1,3,1,4,1,3,4,0,0,0,5,3,3,Infra & Cloud,1.5,0,0
38,1,9924,Marié(e),Commercial,Cadre Commercial,0,10,9,8,3,3,2,2,4,3,3,0,0,1,3,14,3,Infra & Cloud,1.5,7,7
38,0,4198,Célibataire,Commercial,Cadre Commercial,2,8,3,2,2,3,2,2,2,4,3,0,0,0,5,16,3,Infra & Cloud,1.5,1,2
36,0,6815,Célibataire,Commercial,Cadre Commercial,6,15,1,0,2,3,2,3,1,3,3,0,0,0,5,1,4,Infra & Cloud,1.5,0,0
29,1,4723,Célibataire,Consulting,Consultant,1,10,10,9,2,3,1,1,4,3,3,1,0,0,3,3,1,Transformation Digitale,1.5,1,5
35,0,6142,Célibataire,Consulting,Manager,3,10,5,2,1,3,2,3,3,3,3,1,0,0,4,10,4,Transformation Digitale,1.5,0,4
39,1,8237,Marié(e),Commercial,Cadre Commercial,2,11,7,6,4,4,3,3,1,3,3,0,0,1,3,6,3,Transformation Digitale,1.5,7,6
29,1,8853,Divorcé(e),Consulting,Manager,1,6,6,4,1,3,2,4,4,4,3,0,0,1,0,2,1,Infra & Cloud,2.0,1,3
50,1,19331,Marié(e),Commercial,Senior Manager,4,27,1,0,3,3,5,3,3,3,3,1,0,1,2,9,3,Marketing,1.5,0,0
23,1,2073,Marié(e),Consulting,Assistant de Direction,2,4,2,2,4,4,1,3,4,3,3,0,0,1,2,10,3,Entrepreunariat,1.5,2,2
36,1,5562,Marié(e),Consulting,Consultant,3,9,3,2,1,4,2,1,4,3,3,1,0,1,3,6,4,Infra & Cloud,2.0,0,2
42,1,19613,Célibataire,Consulting,Senior Manager,8,24,1,0,4,2,5,4,4,3,4,0,0,0,2,9,2,Autre,1.5,0,1
35,1,3407,Marié(e),Consulting,Consultant,1,10,10,9,2,4,2,3,4,2,3,0,0,2,3,28,3,Infra & Cloud,1.5,6,8
34,1,5063,Marié(e),Consulting,Manager,1,8,8,2,4,2,2,3,2,2,3,0,0,1,3,10,4,Entrepreunariat,2.0,7,7
40,0,4639,Marié(e),Commercial,Cadre Commercial,1,5,5,4,4,3,2,1,3,3,3,0,0,1,2,14,2,Infra & Cloud,1.5,1,2
43,1,4876,Divorcé(e),Consulting,Consultant,5,8,6,4,4,4,1,2,3,3,3,0,0,1,0,27,3,Entrepreunariat,1.5,0,2
35,1,2690,Marié(e),Consulting,Consultant,1,1,1,0,3,2,1,4,4,2,3,0,0,1,5,7,2,Infra & Cloud,1.5,0,1
46,1,17567,Célibataire,Commercial,Senior Manager,1,27,26,0,4,4,4,1,2,1,3,0,0,0,5,1,4,Infra & Cloud,1.5,0,12
28,1,2408,Marié(e),Consulting,Consultant,1,1,1,1,3,3,1,2,3,3,3,1,1,3,3,24,3,Transformation Digitale,1.5,0,0
22,0,2814,Marié(e),Consulting,Assistant de Direction,1,4,4,2,2,2,1,3,2,2,3,1,0,0,2,26,2,Autre,1.0,1,3
50,1,11245,Marié(e),Consulting,Manager,2,32,30,8,2,3,4,3,3,3,3,1,0,1,3,20,5,Transformation Digitale,2.0,12,13
32,0,3312,Marié(e),Consulting,Assistant de Direction,3,6,3,2,2,4,1,4,4,3,3,0,0,2,3,5,4,Autre,1.5,0,2
44,0,19049,Divorcé(e),Consulting,Directeur Technique,0,23,22,7,2,3,5,4,4,2,3,1,0,1,4,7,3,Transformation Digitale,1.5,1,10
30,1,2141,Marié(e),Consulting,Assistant de Direction,1,6,6,4,2,2,1,2,2,2,3,0,0,1,3,7,3,Transformation Digitale,1.5,1,1
45,0,5769,Célibataire,Consulting,Consultant,1,10,10,7,3,1,2,1,1,3,3,1,0,0,3,5,5,Transformation Digitale,1.5,1,4
45,1,4385,Marié(e),Commercial,Cadre Commercial,1,10,10,7,1,2,2,1,1,3,3,0,0,1,2,26,3,Marketing,1.0,4,5
31,1,5332,Célibataire,Commercial,Cadre Commercial,7,10,5,2,4,3,2,1,4,3,3,0,0,0,3,2,4,Autre,2.0,0,3
36,0,4663,Marié(e),Consulting,Tech Lead,9,7,3,2,3,3,2,3,2,3,3,1,0,2,2,12,4,Infra & Cloud,1.5,1,1
34,1,4724,Divorcé(e),Consulting,Tech Lead,1,9,9,7,3,4,2,4,1,3,3,0,0,1,3,10,4,Infra & Cloud,2.0,7,2
49,0,3211,Marié(e),Consulting,Consultant,1,10,9,6,3,3,1,1,4,2,3,0,0,1,3,25,4,Infra & Cloud,1.5,1,4
39,1,5377,Marié(e),Consulting,Tech Lead,2,10,7,7,2,3,2,1,4,3,3,0,0,3,3,10,5,Transformation Digitale,1.5,7,7
27,1,4066,Divorcé(e),Consulting,Consultant,1,7,7,7,4,2,1,1,1,3,3,0,0,2,3,19,3,Autre,1.5,0,7
35,1,5208,Marié(e),Consulting,Assistant de Direction,1,16,16,15,2,4,2,1,4,3,3,0,0,0,2,18,5,Infra & Cloud,1.5,1,10
28,0,4877,Divorcé(e),Consulting,Tech Lead,0,6,5,3,2,1,2,1,2,2,4,0,0,1,5,27,3,Transformation Digitale,1.5,0,0
21,1,3117,Célibataire,Consulting,Assistant de Direction,1,3,2,2,3,3,1,4,3,3,3,0,0,0,2,5,1,Transformation Digitale,1.5,2,2
18,0,1569,Célibataire,Commercial,Représentant Commercial,1,0,0,0,2,3,1,4,3,4,3,1,1,0,2,3,2,Transformation Digitale,2.0,0,0
47,0,19658,Marié(e),Ressources Humaines,Senior Manager,3,27,5,2,4,3,5,3,3,3,3,0,0,1,2,26,4,Infra & Cloud,1.5,1,0
39,1,3069,Divorcé(e),Consulting,Consultant,0,11,10,8,3,2,2,3,4,3,3,0,0,1,3,3,2,Transformation Digitale,1.5,0,7
40,0,10435,Marié(e),Consulting,Tech Lead,1,18,18,15,1,2,3,3,4,3,3,0,0,2,2,15,3,Infra & Cloud,1.5,14,12
35,0,4148,Marié(e),Consulting,Manager,1,15,14,11,3,3,2,3,4,3,3,0,0,1,5,8,4,Infra & Cloud,1.0,2,9
37,1,5768,Marié(e),Consulting,Tech Lead,3,9,4,3,3,3,2,3,1,2,3,0,0,3,2,19,3,Infra & Cloud,1.5,0,2
39,0,5042,Célibataire,Consulting,Tech Lead,0,10,9,2,1,3,2,3,4,1,3,0,0,0,2,4,3,Transformation Digitale,2.0,3,8
45,0,5770,Divorcé(e),Consulting,Tech Lead,1,10,10,7,4,2,2,4,1,3,3,0,0,2,3,2,2,Autre,1.5,3,9
38,0,7756,Marié(e),Consulting,Tech Lead,3,10,5,4,4,2,3,3,4,4,3,1,0,1,6,2,2,Transformation Digitale,1.5,0,2
35,1,10306,Marié(e),Commercial,Cadre Commercial,9,15,13,12,4,2,3,1,3,3,3,0,1,0,3,10,3,Transformation Digitale,1.5,6,0
37,0,3936,Marié(e),Consulting,Assistant de Direction,1,8,8,4,2,3,1,2,1,1,3,0,0,1,2,10,3,Transformation Digitale,1.5,7,7
40,0,7945,Célibataire,Consulting,Tech Lead,6,18,4,2,3,3,3,4,4,2,3,1,0,0,2,16,3,Infra & Cloud,1.5,3,3
44,1,5743,Marié(e),Ressources Humaines,Ressources Humaines,4,14,10,7,1,3,2,4,3,3,3,1,0,0,3,1,5,Ressources Humaines,2.0,0,2
48,1,15202,Marié(e),Consulting,Senior Manager,2,23,2,2,3,2,4,4,2,3,4,0,0,1,3,4,5,Transformation Digitale,2.0,2,2
35,1,5440,Divorcé(e),Commercial,Cadre Commercial,6,7,2,2,1,1,2,4,4,2,3,1,1,2,2,15,2,Transformation Digitale,1.5,2,2
24,0,3760,Célibataire,Consulting,Assistant de Direction,1,6,6,3,1,3,1,4,3,3,3,1,0,0,2,2,1,Entrepreunariat,2.0,1,3
27,0,3517,Marié(e),Consulting,Assistant de Direction,7,5,3,2,2,4,1,3,1,3,3,0,0,0,0,8,3,Transformation Digitale,1.5,0,2
27,1,2580,Célibataire,Consulting,Assistant de Direction,2,6,4,2,4,3,1,4,3,2,3,0,0,0,0,2,3,Transformation Digitale,2.0,1,2
40,1,2166,Célibataire,Consulting,Consultant,3,10,4,2,1,3,1,1,2,1,3,1,1,0,3,7,3,Infra & Cloud,1.5,0,3
29,1,5869,Célibataire,Commercial,Cadre Commercial,9,8,5,2,3,2,2,3,3,3,3,0,0,0,2,10,3,Transformation Digitale,1.5,1,4
36,0,8008,Marié(e),Consulting,Manager,4,9,3,2,2,3,3,1,3,3,3,0,0,2,6,5,4,Infra & Cloud,1.5,0,2
25,1,5206,Divorcé(e),Consulting,Tech Lead,1,7,7,7,4,4,2,3,3,3,3,0,0,2,6,2,1,Infra & Cloud,2.0,0,7
39,1,5295,Marié(e),Consulting,Tech Lead,4,7,5,4,4,3,2,2,3,3,4,0,0,0,3,12,3,Transformation Digitale,1.5,1,0
49,0,16413,Marié(e),Consulting,Directeur Technique,3,27,4,2,1,3,4,2,2,3,3,0,0,2,2,22,4,Autre,1.5,1,2
50,0,13269,Divorcé(e),Consulting,Directeur Technique,5,19,14,11,4,2,3,1,3,3,3,0,0,3,3,17,5,Infra & Cloud,1.5,1,11
20,0,2783,Célibataire,Commercial,Représentant Commercial,1,2,2,2,3,3,1,3,1,3,3,0,0,0,3,2,3,Transformation Digitale,1.5,2,2
34,0,5433,Divorcé(e),Consulting,Assistant de Direction,1,11,11,8,4,3,2,2,3,3,3,0,0,1,2,3,3,Infra & Cloud,1.5,7,9
36,1,2013,Célibataire,Consulting,Consultant,2,15,4,3,1,3,1,2,3,3,3,0,0,0,4,7,3,Infra & Cloud,1.5,1,3
49,0,13966,Marié(e),Consulting,Manager,2,30,15,11,3,2,4,3,2,3,3,1,0,1,3,6,1,Infra & Cloud,1.5,2,12
36,0,4374,Marié(e),Consulting,Tech Lead,0,4,3,2,4,2,2,3,3,3,3,0,0,0,6,1,4,Transformation Digitale,1.0,1,2
36,1,6842,Divorcé(e),Consulting,Manager,6,13,5,4,4,4,2,1,1,3,4,0,0,1,3,3,2,Infra & Cloud,1.5,0,4
54,0,17426,Marié(e),Consulting,Senior Manager,3,36,10,8,2,3,4,3,3,3,4,0,0,1,6,22,5,Transformation Digitale,1.5,4,7
43,1,17603,Marié(e),Consulting,Directeur Technique,1,14,14,10,3,2,4,3,1,3,4,0,0,1,3,15,2,Infra & Cloud,1.5,6,11
35,1,4581,Célibataire,Commercial,Cadre Commercial,3,13,11,9,4,3,2,4,1,4,4,1,1,0,2,12,4,Autre,2.0,6,7
38,1,4735,Marié(e),Consulting,Assistant de Direction,7,19,13,11,4,3,2,4,4,4,3,0,0,2,4,1,3,Infra & Cloud,2.0,2,9
29,1,4187,Divorcé(e),Commercial,Cadre Commercial,1,10,10,0,1,2,2,2,2,2,3,1,0,1,3,5,3,Transformation Digitale,1.5,0,9
33,1,5505,Divorcé(e),Commercial,Cadre Commercial,1,6,6,2,4,3,2,4,3,3,3,0,0,2,5,2,4,Transformation Digitale,1.5,0,4
32,1,5470,Divorcé(e),Consulting,Assistant de Direction,0,10,9,5,4,3,2,2,3,2,3,0,0,2,4,2,3,Transformation Digitale,1.5,1,6
31,0,5476,Marié(e),Commercial,Cadre Commercial,1,10,10,0,1,3,2,4,1,3,3,0,0,2,2,5,4,Infra & Cloud,1.5,0,2
49,0,2587,Divorcé(e),Consulting,Consultant,4,17,2,2,4,3,1,1,2,2,3,1,0,1,2,16,3,Transformation Digitale,1.5,2,2
38,0,2440,Célibataire,Consulting,Consultant,1,4,4,3,4,2,1,2,2,3,4,0,0,0,3,2,3,Transformation Digitale,2.0,3,3
47,0,15972,Divorcé(e),Commercial,Senior Manager,6,29,3,2,2,4,4,2,3,3,3,0,0,3,2,2,4,Infra & Cloud,1.5,1,2
49,1,15379,Célibataire,Consulting,Senior Manager,4,23,8,7,3,3,4,3,1,3,3,0,0,0,2,1,3,Infra & Cloud,1.5,0,0
41,1,7082,Célibataire,Commercial,Cadre Commercial,3,21,2,0,4,3,3,3,4,3,3,1,0,0,2,23,2,Infra & Cloud,1.5,0,2
20,1,2728,Célibataire,Commercial,Représentant Commercial,1,2,2,2,4,3,1,1,1,3,3,0,0,0,3,9,1,Infra & Cloud,1.5,0,2
33,0,5368,Divorcé(e),Commercial,Cadre Commercial,1,7,6,5,3,3,2,4,3,3,4,1,0,1,2,16,3,Infra & Cloud,1.0,1,2
36,1,5347,Marié(e),Consulting,Manager,6,10,3,2,1,3,2,3,2,2,3,0,0,2,2,26,4,Infra & Cloud,1.5,0,2
44,0,3195,Divorcé(e),Ressources Humaines,Ressources Humaines,4,8,2,2,3,3,1,4,1,3,3,1,0,3,2,1,3,Infra & Cloud,1.5,2,2
23,1,3989,Célibataire,Consulting,Consultant,1,5,5,4,4,2,1,3,1,3,3,1,1,0,2,8,1,Transformation Digitale,1.5,1,2
38,0,3306,Marié(e),Consulting,Consultant,7,7,0,0,4,3,1,3,4,2,3,0,0,1,5,4,2,Transformation Digitale,1.5,0,0
53,1,7005,Marié(e),Consulting,Manager,3,11,4,3,2,4,3,4,3,3,3,0,0,0,2,24,4,Transformation Digitale,1.5,1,2
48,0,2655,Marié(e),Commercial,Représentant Commercial,2,19,9,7,4,3,1,3,3,3,3,1,1,2,3,7,2,Transformation Digitale,2.0,7,7
32,1,1393,Célibataire,Consulting,Consultant,1,1,1,0,4,3,1,2,1,3,3,0,1,0,2,2,4,Infra & Cloud,1.5,0,0
26,1,2570,Célibataire,Consulting,Consultant,1,7,7,7,4,3,1,4,3,3,4,0,0,0,5,7,3,Transformation Digitale,1.0,5,7
55,1,3537,Divorcé(e),Consulting,Assistant de Direction,5,8,4,2,1,2,1,2,4,3,3,0,0,1,1,22,3,Entrepreunariat,1.5,1,2
34,1,3986,Marié(e),Consulting,Consultant,1,15,15,10,2,2,2,4,3,4,3,0,0,1,3,5,2,Transformation Digitale,1.5,4,13
60,1,10883,Divorcé(e),Consulting,Manager,3,19,1,0,3,1,3,4,3,4,4,0,0,1,2,1,4,Transformation Digitale,1.5,0,0
33,1,2028,Marié(e),Consulting,Consultant,1,14,14,11,2,4,1,2,4,3,3,0,0,3,6,21,3,Transformation Digitale,1.5,2,13
37,1,9525,Divorcé(e),Commercial,Cadre Commercial,1,6,6,3,3,1,2,4,3,2,3,0,0,2,2,1,4,Transformation Digitale,2.0,1,3
34,0,2929,Marié(e),Consulting,Assistant de Direction,1,10,10,9,2,2,1,4,2,3,3,0,0,0,3,19,3,Infra & Cloud,1.5,8,7
23,1,2275,Divorcé(e),Commercial,Représentant Commercial,1,3,3,2,3,3,1,4,2,3,4,1,1,1,2,7,3,Infra & Cloud,1.5,0,2
44,0,7879,Marié(e),Consulting,Manager,1,9,8,7,3,4,3,4,2,3,3,1,0,1,2,2,3,Infra & Cloud,1.5,6,7
35,1,4930,Célibataire,Consulting,Assistant de Direction,0,6,5,4,1,2,1,4,3,4,3,1,0,0,2,2,4,Transformation Digitale,2.0,1,4
43,1,7847,Marié(e),Commercial,Cadre Commercial,1,10,10,9,4,3,2,4,1,3,3,1,0,1,3,2,3,Transformation Digitale,1.5,8,8
24,1,4401,Marié(e),Consulting,Assistant de Direction,1,5,5,3,3,4,1,3,4,3,3,0,0,1,1,9,3,Transformation Digitale,1.5,0,4
41,1,9241,Célibataire,Commercial,Cadre Commercial,1,10,10,8,4,3,3,3,2,3,3,0,0,0,3,6,3,Marketing,1.5,8,7
29,0,2974,Marié(e),Consulting,Consultant,9,9,5,3,4,3,1,3,3,3,3,0,0,1,2,9,4,Transformation Digitale,1.5,1,2
36,0,4502,Célibataire,Commercial,Représentant Commercial,3,17,13,7,3,3,2,4,3,2,3,0,0,0,2,2,4,Infra & Cloud,1.5,6,7
45,1,10748,Marié(e),Consulting,Manager,3,25,23,15,3,2,3,3,4,2,4,0,0,1,3,1,1,Infra & Cloud,1.0,14,4
24,1,1555,Marié(e),Ressources Humaines,Ressources Humaines,1,1,1,0,4,1,1,3,3,3,3,0,1,1,2,22,1,Ressources Humaines,1.5,0,0
47,1,12936,Marié(e),Commercial,Cadre Commercial,7,25,23,5,3,1,4,3,3,1,3,0,1,0,3,9,3,Infra & Cloud,2.0,14,10
26,1,2305,Marié(e),Consulting,Consultant,1,3,3,2,4,1,1,3,3,4,3,0,0,3,3,17,4,Transformation Digitale,1.5,0,2
45,0,16704,Célibataire,Consulting,Directeur Technique,1,21,21,6,4,2,4,2,3,3,3,0,0,0,2,28,2,Entrepreunariat,1.5,8,6
32,1,3433,Marié(e),Consulting,Assistant de Direction,6,10,5,2,1,3,1,3,1,2,3,0,0,1,3,10,3,Infra & Cloud,2.0,1,3
31,1,3477,Marié(e),Consulting,Consultant,1,6,5,2,2,3,1,3,4,4,3,0,0,1,2,2,4,Infra & Cloud,1.5,0,3
41,1,6430,Marié(e),Ressources Humaines,Ressources Humaines,6,10,3,2,3,1,2,2,2,3,3,0,0,1,4,4,3,Ressources Humaines,1.0,1,2
40,0,6516,Marié(e),Consulting,Tech Lead,2,18,1,0,2,3,2,1,2,3,3,1,0,1,3,8,2,Infra & Cloud,1.5,0,0
24,1,3907,Divorcé(e),Consulting,Consultant,1,6,6,2,2,3,1,1,2,4,3,0,0,3,2,29,1,Transformation Digitale,1.5,1,2
46,1,5562,Célibataire,Consulting,Manager,6,19,10,7,3,3,2,2,4,3,3,0,0,0,3,13,4,Infra & Cloud,1.5,0,9
35,1,6883,Marié(e),Consulting,Tech Lead,2,17,7,7,4,3,2,3,2,3,3,0,0,1,3,27,4,Infra & Cloud,1.5,0,7
30,1,2862,Marié(e),Consulting,Assistant de Direction,1,10,10,0,2,3,1,4,2,2,3,0,0,1,2,16,1,Infra & Cloud,1.5,0,8
47,1,4978,Marié(e),Commercial,Cadre Commercial,7,4,1,0,3,3,2,2,4,1,3,0,0,1,3,2,4,Marketing,1.0,0,0
46,1,10368,Divorcé(e),Commercial,Cadre Commercial,4,13,10,6,3,3,3,4,2,2,3,1,0,1,5,2,3,Infra & Cloud,1.5,0,3
36,1,6134,Divorcé(e),Commercial,Cadre Commercial,5,16,2,2,2,2,2,1,2,3,3,1,1,3,3,13,5,Marketing,1.5,2,2
32,1,6735,Célibataire,Commercial,Cadre Commercial,6,10,0,0,1,1,2,2,2,3,3,0,1,0,2,1,2,Infra & Cloud,1.5,0,0
23,0,3295,Célibataire,Consulting,Consultant,1,3,3,2,3,3,1,2,3,1,3,0,0,0,3,4,1,Transformation Digitale,1.5,1,2
31,0,5238,Célibataire,Consulting,Tech Lead,2,9,5,4,4,3,2,4,4,2,4,0,0,0,3,24,1,Entrepreunariat,2.0,1,4
39,1,6472,Marié(e),Consulting,Consultant,1,9,9,8,4,3,2,4,4,3,3,1,0,1,2,1,3,Infra & Cloud,1.0,5,8
32,1,9610,Marié(e),Commercial,Cadre Commercial,3,10,4,3,4,1,3,3,3,1,3,0,0,1,2,19,3,Infra & Cloud,1.5,0,2
40,1,19833,Célibataire,Commercial,Senior Manager,1,21,21,8,2,3,5,2,2,2,3,0,0,0,3,7,4,Transformation Digitale,1.5,12,8
45,0,9756,Marié(e),Ressources Humaines,Ressources Humaines,4,9,5,0,3,1,3,3,3,4,4,0,0,2,2,4,3,Infra & Cloud,1.5,0,3
30,0,4968,Célibataire,Consulting,Assistant de Direction,0,10,9,7,4,2,1,1,4,3,3,0,0,0,2,2,4,Entrepreunariat,2.0,0,7
24,1,2145,Marié(e),Ressources Humaines,Ressources Humaines,0,3,2,2,1,3,1,4,4,3,3,0,0,1,2,10,3,Transformation Digitale,2.0,2,1
30,0,2180,Divorcé(e),Ressources Humaines,Ressources Humaines,6,6,4,2,3,2,1,4,3,2,3,0,1,1,0,8,3,Ressources Humaines,2.0,1,2
31,1,8346,Marié(e),Commercial,Cadre Commercial,1,6,5,2,1,3,2,3,3,3,3,0,0,1,3,5,3,Entrepreunariat,1.5,0,2
27,0,3445,Célibataire,Consulting,Assistant de Direction,1,6,6,2,3,3,1,4,3,2,3,0,0,0,5,8,3,Transformation Digitale,1.5,1,4
29,0,2760,Célibataire,Commercial,Représentant Commercial,1,2,2,2,2,1,1,2,3,3,3,0,1,0,3,9,3,Marketing,1.5,2,2
29,1,6294,Célibataire,Consulting,Manager,8,10,3,2,4,4,2,3,4,4,3,1,0,0,5,1,3,Infra & Cloud,2.0,0,2
30,1,7140,Divorcé(e),Commercial,Cadre Commercial,2,12,7,7,3,2,3,1,1,3,3,0,0,1,2,15,2,Marketing,1.5,1,7
